Player,Link,Tm,Money,Signed Using,Year
Greg Monroe,monrogr01,PHO,17884176,,2018
Klay Thompson,thompkl01,GSW,17826150,1st Round Pick,2018
Joakim Noah,noahjo01,NYK,17765000,Cap Space,2018
Kentavious Caldwell-Pope,caldwke01,LAL,17745894,Cap space,2018
Luol Deng,denglu01,LAL,17190000,Cap Space,2018
Evan Turner,turneev01,POR,17131148,Cap Space,2018
Goran Dragic,dragigo01,MIA,17000450,Bird Rights,2018
Evan Fournier,fournev01,ORL,17000000,Cap Space,2018
Bismack Biyombo,biyombi01,ORL,17000000,Cap Space,2018
Kent Bazemore,bazemke01,ATL,16910113,Cap Space,2018
Robert Covington,covinro01,PHI,16698103,Cap Space,2018
Ian Mahinmi,mahinia01,WAS,16661641,Cap Space,2018
Tim Hardaway,hardati02,NYK,16500000,Cap space,2018
Draymond Green,greendr01,GSW,16400000,Bird Rights,2018
Tristan Thompson,thomptr01,CLE,16400000,Bird Rights,2018
Reggie Jackson,jacksre01,DET,16000000,Bird Rights,2018
Pau Gasol,gasolpa01,SAS,16000000,,2018
Tobias Harris,harrito02,LAC,16000000,Bird Rights,2018
Dwyane Wade,wadedw01,CHI,15550000,,2018
Dennis Schroder,schrode01,ATL,15500000,1st Round Pick,2018
Jonas Valanciunas,valanjo01,TOR,15460675,1st Round Pick,2018
Tony Parker,parketo01,SAS,15453126,Bird Rights,2018
Timofey Mozgov,mozgoti01,BRK,15280000,Cap Space,2018
Andre Iguodala,iguodan01,GSW,14814815,Bird Rights,2018
DeMarre Carroll,carrode01,BRK,14800000,Cap Space,2018
Thaddeus Young,youngth01,IND,14796348,Bird Rights,2018
Eric Bledsoe,bledser01,MIL,14500000,Bird Rights,2018
Ricky Rubio,rubiori01,UTA,14275000,1st Round Pick,2018
Joe Ingles,inglejo01,UTA,14136364,Bird Rights,2018
Gorgui Dieng,dienggo01,MIN,14112360,1st Round Pick,2018
Khris Middleton,middlkh01,MIL,14100000,Bird Rights,2018
Mason Plumlee,plumlma01,DEN,14041096,Cap space,2018
Taj Gibson,gibsota01,MIN,14000000,Cap space,2018
James Johnson,johnsja01,MIA,13954000,Cap space,2018
Robin Lopez,lopezro01,CHI,13788500,Cap Space,2018
J.R. Smith,smithjr01,CLE,13760000,Bird Rights,2018
Brandon Knight,knighbr03,PHO,13618750,,2018
Marvin Williams,willima02,CHO,13168750,Cap Space,2018
Tyson Chandler,chandty01,PHO,13000000,Cap Space,2018
Michael Kidd-Gilchrist,kiddgmi01,CHO,13000000,1st Round Pick,2018
Eric Gordon,gordoer01,HOU,12943020,Cap Space,2018
Kenneth Faried,farieke01,DEN,12921348,1st Round Pick,2018
Marcin Gortat,gortama01,LAC,12782609,Bird Rights,2018
Cody Zeller,zelleco01,CHO,12584270,1st Round Pick,2018
Miles Plumlee,plumlmi01,ATL,12500000,Bird Rights,2018
Nikola Mirotic,mirotni01,NOP,12500000,Cap space,2018
Zach Randolph,randoza01,SAC,12307692,Cap space,2018
Nikola Vucevic,vucevni01,ORL,12250000,Bird Rights,2018
Solomon Hill,hillso01,NOP,12236535,Cap Space,2018
Wilson Chandler,chandwi01,DEN,12016854,,2018
Derrick Favors,favorde01,UTA,12000000,1st Round Pick,2018
Jeremy Lin,linje01,BRK,12000000,Cap Space,2018
Kemba Walker,walkeke02,CHO,12000000,1st Round Pick,2018
Austin Rivers,riverau01,WAS,11825000,Cap Space,2018
Courtney Lee,leeco01,NYK,11747890,Cap Space,2018
Nikola Pekovic,pekovni01,MIN,11600000,,2018
Jordan Clarkson,clarkjo01,CLE,11562500,Cap Space,2018
John Henson,hensojo01,MIL,11422536,1st Round Pick,2018
Dion Waiters,waitedi01,MIA,11000000,Cap space,2018
Amir Johnson,johnsam01,PHI,11000000,Cap space,2018
Jamal Crawford,crawfja01,ATL,10942762,,2018
Alec Burks,burksal01,UTA,10845506,1st Round Pick,2018
Patty Mills,millspa02,SAS,10714286,Bird Rights,2018
Kelly Olynyk,olynyke01,MIA,10607169,Cap space,2018
Omer Asik,asikom01,CHI,10595505,Bird Rights,2018
Terrence Ross,rosste01,ORL,10500000,Rookie scale extension,2018
Mirza Teletovic,teletmi01,MIL,10500000,,2018
Bojan Bogdanovic,bogdabo02,IND,10500000,Cap space,2018
Jon Leuer,leuerjo01,DET,10497319,Cap Space,2018
Iman Shumpert,shumpim01,SAC,10337079,Bird Rights,2018
Maurice Harkless,harklma01,POR,10162922,Cap Space,2018
Danny Green,greenda02,SAS,10000000,Bird Rights,2018
Darren Collison,collida01,IND,10000000,Cap space,2018
Jared Dudley,dudleja01,PHO,10000000,Cap Space,2018
Meyers Leonard,leoname01,POR,9904495,Cap Space,2018
Tony Snell,snellto01,MIL,9821429,Cap space,2018
Al Jefferson,jeffeal01,IND,9769821,Cap Space,2018
Matthew Dellavedova,dellama01,MIL,9607500,Cap Space,2018
Joe Johnson,johnsjo02,SAC,9505000,,2018
Bogdan Bogdanovic,bogdabo01,SAC,9470614,Cap space,2018
Andre Roberson,roberan03,OKC,9259259,Bird Rights,2018
Trevor Booker,booketr01,PHI,9125000,,2018
Dwight Powell,poweldw01,DAL,9003125,Cap Space,2018
Jerryd Bayless,bayleje01,PHI,9000000,Cap Space,2018
Avery Bradley,bradlav01,LAC,8808989,Bird Rights,2018
JaMychal Green,greenja01,MEM,8533333,Bird Rights,2018
E'Twaun Moore,mooreet01,NOP,8445024,Cap Space,2018
Rudy Gay,gayru01,SAS,8406000,MLE,2018
Kosta Koufos,koufoko01,SAC,8393000,Cap Space,2018
Markieff Morris,morrima02,WAS,8000000,Bird Rights,2018
Garrett Temple,templga01,SAC,8000000,Cap Space,2018
Vince Carter,cartevi01,SAC,8000000,Cap space,2018
C.J. Miles,milescj01,TOR,7936509,MLE,2018
Cristiano Felicio,feliccr01,CHI,7843500,Cap space,2018
Shaun Livingston,livinsh01,GSW,7692308,Bird Rights,2018
Cory Joseph,josepco01,IND,7630000,Cap Space,2018
P.J. Tucker,tuckepj01,HOU,7590035,MLE,2018
Corey Brewer,breweco01,LAL,7579366,,2018
Andrew Wiggins,wiggian01,MIN,7574322,1st Round Pick,2018
Darrell Arthur,arthuda01,DEN,7464912,Cap Space,2018
Channing Frye,fryech01,LAL,7420912,Cap Space,2018
Trevor Ariza,arizatr01,HOU,7420912,Bird Rights,2018
Al-Farouq Aminu,aminual01,POR,7319035,Cap Space,2018
Cole Aldrich,aldrico01,MIN,7300000,Cap Space,2018
D.J. Augustin,augusdj01,ORL,7250000,Cap Space,2018
Markelle Fultz,fultzma01,PHI,7026240,1st Round Pick,2018
Lou Williams,willilo02,LAC,7000000,Cap Space,2018
Kyle Korver,korveky01,CLE,7000000,Bird Rights,2018
Jeremy Lamb,lambje01,CHO,7000000,Rookie scale extension,2018
Boban Marjanovic,marjabo01,LAC,7000000,Cap Space,2018
Jae Crowder,crowdja01,UTA,6796117,Bird Rights,2018
Jabari Parker,parkeja01,MIL,6782392,1st Round Pick,2018
Langston Galloway,gallola01,DET,6666667,MLE,2018
Lance Thomas,thomala01,NYK,6655325,Cap Space,2018
Ed Davis,davised01,POR,6352531,Cap Space,2018
Marco Belinelli,belinma01,ATL,6306060,,2018
Jonathon Simmons,simmojo02,ORL,6300000,Cap space,2018
Lonzo Ball,balllo01,LAL,6286560,1st Round Pick,2018
Wayne Ellington,ellinwa01,MIA,6270000,Cap Space,2018
Isaiah Thomas,thomais02,LAL,6261395,,2018
Karl-Anthony Towns,townska01,MIN,6216840,1st round pick,2018
Ben Simmons,simmobe01,PHI,6168840,1st Round pick,2018
Joel Embiid,embiijo01,PHI,6100266,1st Round Pick,2018
Spencer Hawes,hawessp01,MIL,6021175,,2018
Josh McRoberts,mcrobjo01,DAL,6021175,,2018
Dewayne Dedmon,dedmode01,ATL,6000000,Cap space,2018
Ish Smith,smithis01,DET,6000000,Cap Space,2018
Milos Teodosic,teodomi01,LAC,6000000,MLE,2018
Alan Williams,willial03,PHO,6000000,Cap space,2018
Shelvin Mack,macksh01,ORL,6000000,,2018
Ersan Ilyasova,ilyaser01,ATL,6000000,,2018
Tyler Johnson,johnsty01,MIA,5881260,Cap Space,2018
Wesley Johnson,johnswe01,LAC,5881260,Cap Space,2018
Alex Abrines,abrinal01,OKC,5725000,Cap Space,2018
Jayson Tatum,tatumja01,BOS,5645400,1st Round Pick,2018
D'Angelo Russell,russeda01,BRK,5562360,1st round pick,2018
Brandon Ingram,ingrabr01,LAL,5519400,1st Round pick,2018
Patrick Beverley,beverpa01,LAC,5513514,Bird Rights,2018
Aaron Gordon,gordoaa01,ORL,5504420,1st Round Pick,2018
Deron Williams,willide01,BRK,5500000,,2018
Josh Smith,smithjo03,DET,5400000,,2018
Thabo Sefolosha,sefolth01,UTA,5250000,Cap space,2018
Jason Smith,smithja02,WAS,5225000,Cap Space,2018
Ben McLemore,mclembe01,MEM,5200000,MLE,2018
Patrick Patterson,pattepa01,OKC,5192000,MLE,2018
Nick Young,youngni01,GSW,5192000,MLE,2018
Brandan Wright,wrighbr03,MEM,5179760,,2018
Josh Jackson,jacksjo02,PHO,5090040,1st Round Pick,2018
Marcus Morris,morrima03,BOS,5000000,Bird Rights,2018
Mike Muscala,muscami01,ATL,5000000,Cap space,2018
Dirk Nowitzki,nowitdi01,DAL,5000000,Cap space,2018
Greg Monroe,monrogr01,BOS,5000000,Disabled Player Exception,2018
Jahlil Okafor,okafoja01,BRK,4995120,1st round pick,2018
Dante Exum,exumda01,UTA,4992385,1st Round Pick,2018
Alexis Ajinca,ajincal01,NOP,4961798,Early Bird Rights,2018
Jaylen Brown,brownja02,BOS,4956480,1st Rd pick,2018
Jameer Nelson,nelsoja01,DEN,4736050,,2018
Kyle Singler,singlky01,OKC,4666500,Bird Rights,2018
Justin Holiday,holidju01,CHI,4615385,MLE,2018
De'Aaron Fox,foxde01,SAC,4609200,1st Round Pick,2018
Marcus Smart,smartma01,BOS,4538020,1st Round Pick,2018
Kristaps Porzingis,porzikr01,NYK,4503600,1st round pick,2018
Dragan Bender,bendedr01,PHO,4468800,1st Round pick,2018
Devin Harris,harride01,DEN,4402546,Cap Space,2018
Aron Baynes,baynear01,BOS,4328000,Room Exception,2018
Ron Baker,bakerro01,NYK,4328000,Room Exception,2018
Jamal Crawford,crawfja01,MIN,4328000,,2018
Alex Len,lenal01,PHO,4187599,1st Round Pick,2018
Nerlens Noel,noelne01,DAL,4187599,1st Round Pick,2018
Jonathan Isaac,isaacjo01,ORL,4186320,1st Round Pick,2018
Lance Stephenson,stephla01,IND,4180000,Cap space,2018
Julius Randle,randlju01,LAL,4149242,1st Round Pick,2018
Kyle O'Quinn,oquinky01,NYK,4087500,Bird Rights,2018
Mario Hezonja,hezonma01,ORL,4078320,1st round pick,2018
Kris Dunn,dunnkr01,CHI,4046760,1st Round pick,2018
Jonas Jerebko,jerebjo01,UTA,4000000,Cap space,2018
Nemanja Bjelica,bjeline01,MIN,3949999,MLE,2018
J.J. Barea,bareajo01,DAL,3903900,Cap Space,2018
Quincy Pondexter,pondequ01,CHI,3853931,,2018
Lauri Markkanen,markkla01,CHI,3821640,1st Round Pick,2018
Nik Stauskas,stausni01,BRK,3807146,1st Round Pick,2018
Willie Cauley-Stein,caulewi01,SAC,3704160,1st round pick,2018
Buddy Hield,hieldbu01,SAC,3675480,1st Round pick,2018
Will Barton,bartowi01,DEN,3533333,Bird Rights,2018
Noah Vonleh,vonleno01,CHI,3505233,1st Round Pick,2018
Frank Ntilikina,ntilila01,NYK,3501120,1st Round Pick,2018
Nene Hilario,hilarne01,HOU,3477600,Non-Bird Rights,2018
Zaza Pachulia,pachuza01,GSW,3477600,,2018
Troy Daniels,danietr01,PHO,3408520,Cap Space,2018
Emmanuel Mudiay,mudiaem01,NYK,3381480,1st round pick,2018
Jamal Murray,murraja01,DEN,3355320,1st Round pick,2018
Elfrid Payton,paytoel01,PHO,3332340,1st Round Pick,2018
Rajon Rondo,rondora01,NOP,3300000,MLE,2018
Doug McDermott,mcderdo01,DAL,3294994,1st Round Pick,2018
Jodie Meeks,meeksjo01,WAS,3290000,Bi-annual Exception,2018
Tyreke Evans,evansty01,MEM,3290000,Bi-annual Exception,2018
Tarik Black,blackta01,HOU,3290000,Bi-annual Exception,2018
Anthony Tolliver,tollian01,DET,3290000,Bi-annual Exception,2018
Dennis Smith,smithde03,DAL,3218280,1st Round Pick,2018
Zach LaVine,lavinza01,CHI,3202217,1st Round Pick,2018
Ekpe Udoh,udohek01,UTA,3200000,Room Exception,2018
T.J. Warren,warretj01,PHO,3152931,1st Round Pick,2018
Stanley Johnson,johnsst04,DET,3097800,1st round pick,2018
Marquese Chriss,chrisma01,PHO,3073800,1st Rd pick,2018
Zach Collins,colliza01,POR,3057240,1st Round Pick,2018
James Ennis,ennisja01,DET,3028410,Room exception,2018
Seth Curry,curryse01,DAL,3028410,Room exception,2018
Mindaugas Kuzminskas,kuzmimi01,NYK,3025035,,2018
Tomas Satoransky,satorto01,WAS,3000000,Cap Space,2018
Rajon Rondo,rondora01,CHI,3000000,,2018
Jusuf Nurkic,nurkiju01,POR,2947305,1st Round Pick,2018
Lucas Nogueira,noguelu01,TOR,2947305,1st Round Pick,2018
Malik Monk,monkma01,CHO,2904480,1st Round Pick,2018
Frank Kaminsky,kaminfr01,CHO,2847600,1st round pick,2018
Andrew Nicholson,nichoan01,POR,2844429,,2018
Jakob Poeltl,poeltja01,TOR,2825640,1st Round pick,2018
Luke Kennard,kennalu01,DET,2759280,1st Round Pick,2018
Justise Winslow,winslju01,MIA,2705040,1st round pick,2018
Michael Carter-Williams,cartemi01,CHO,2700000,Bi-annual Exception,2018
Thon Maker,makerth01,MIL,2684160,1st Round pick,2018
Cedi Osman,osmande01,CLE,2642857,MLE,2018
Donovan Mitchell,mitchdo01,UTA,2621280,1st Round Pick,2018
Myles Turner,turnemy01,IND,2569920,1st round pick,2018
Gary Harris,harriga01,DEN,2550055,1st Round Pick,2018
Domantas Sabonis,sabondo01,IND,2550000,1st Round pick,2018
Manu Ginobili,ginobma01,SAS,2500000,,2018
Reggie Bullock,bullore01,DET,2500000,Cap space,2018
Richard Jefferson,jefferi01,ATL,2500000,,2018
Malcolm Delaney,delanma01,ATL,2500000,Room Exception,2018
Bam Adebayo,adebaba01,MIA,2490360,1st Round Pick,2018
Bruno Caboclo,cabocbr01,SAC,2451225,1st Round Pick,2018
Ronnie Price,pricero01,OKC,2442455,,2018
Trey Lyles,lylestr01,DEN,2441400,1st round pick,2018
Dario Saric,saricda01,PHI,2422560,1st Round pick,2018
Taurean Prince,princta02,ATL,2422560,1st Round pick,2018
Rodney Hood,hoodro01,CLE,2386864,1st Round Pick,2018
Justin Jackson,jacksju01,SAC,2365560,1st Round Pick,2018
Shabazz Napier,napiesh01,POR,2361360,1st Round Pick,2018
Clint Capela,capelca01,HOU,2334520,1st Round Pick,2018
Arron Afflalo,afflaar01,ORL,2328652,Minimum Salary,2018
Nick Collison,collini01,OKC,2328652,Minimum Salary,2018
Raymond Felton,feltora01,OKC,2328652,Minimum Salary,2018
Ramon Sessions,sessira01,NYK,2328652,,2018
Jarrett Jack,jackja01,NYK,2328652,Minimum Salary,2018
Jason Terry,terryja01,MIL,2328652,Minimum Salary,2018
Dwyane Wade,wadedw01,MIA,2328652,Minimum Salary,2018
Udonis Haslem,hasleud01,MIA,2328652,Minimum Salary,2018
David West,westda01,GSW,2328652,Minimum Salary,2018
Richard Jefferson,jefferi01,DEN,2328652,Minimum Salary,2018
Jose Calderon,caldejo01,CLE,2328652,Minimum Salary,2018
Andrew Bogut,bogutan01,LAL,2328652,,2018
Devin Booker,bookede01,PHO,2319360,1st round pick,2018
Georgios Papagiannis,papagge01,SAC,2301360,,2018
Dante Cunningham,cunnida01,BRK,2300000,MLE,2018
Jameer Nelson,nelsoja01,DET,2262871,,2018
Justin Patton,pattoju01,MIN,2247480,1st Round Pick,2018
Guerschon Yabusele,yabusgu01,BOS,2247480,1st Round Pick,2018
Monta Ellis,ellismo01,IND,2245400,,2018
Cameron Payne,payneca01,CHI,2203440,1st round pick,2018
Denzel Valentine,valende01,CHI,2186400,1st Round pick,2018
Josh Smith,smithjo03,NOP,2183934,,2018
Kyle Anderson,anderky01,SAS,2151704,1st Round Pick,2018
D.J. Wilson,wilsodj01,MIL,2135040,1st Round Pick,2018
Matt Barnes,barnema02,SAC,2133542,,2018
Derrick Rose,rosede01,UTA,2116955,,2018
Marreese Speights,speigma01,ORL,2116955,Minimum Salary,2018
Michael Beasley,beaslmi01,NYK,2116955,Minimum Salary,2018
Aaron Brooks,brookaa01,MIN,2116955,,2018
Luc Mbah a Moute,mbahalu01,HOU,2116955,Minimum Salary,2018
JaVale McGee,mcgeeja01,GSW,2116955,,2018
Jeff Green,greenje02,CLE,2116955,Minimum Salary,2018
Tony Allen,allento01,CHI,2116955,,2018
Damien Wilkins,wilkida02,IND,2116955,,2018
Omri Casspi,casspom01,GSW,2106470,,2018
Mario Chalmers,chalmma01,MEM,2106407,Minimum Salary,2018
Darius Miller,milleda01,NOP,2100000,MLE,2018
Kelly Oubre,oubreke01,WAS,2093040,1st round pick,2018
Juan Hernangomez,hernaju01,DEN,2076840,1st Round pick,2018
T.J. Leaf,leaftj01,IND,2028360,1st Round Pick,2018
Tim Frazier,fraziti01,WAS,2000000,Room exception,2018
Anthony Tolliver,tollian01,SAC,2000000,,2018
Terry Rozier,roziete01,BOS,1988520,1st round pick,2018
Luke Babbitt,babbilu01,MIA,1974159,Minimum Salary,2018
John Collins,collijo01,ATL,1936920,1st Round Pick,2018
Anderson Varejao,varejan01,POR,1913345,,2018
Rashad Vaughn,vaughra01,NOP,1889040,,2018
Tim Duncan,duncati01,SAS,1881250,,2018
Wade Baldwin,baldwwa01,MEM,1874400,,2018
Larry Sanders,sandela01,MIL,1865547,,2018
Harry Giles,gilesha01,SAC,1859400,1st Round Pick,2018
Sam Dekker,dekkesa01,LAC,1794600,1st Round pick,2018
Terrance Ferguson,fergute01,OKC,1785000,1st Round Pick,2018
Henry Ellenson,ellenhe01,DET,1780800,1st Round pick,2018
Eric Moreland,moreler01,DET,1739333,MLE,2018
Jerian Grant,grantje02,CHI,1713840,1st Round pick,2018
Jarrett Allen,allenja01,BRK,1713720,1st Round Pick,2018
Mike Scott,scottmi01,WAS,1709538,Minimum Salary,2018
Tyler Zeller,zellety01,MIL,1709538,,2018
Quincy Acy,acyqu01,BRK,1709538,,2018
Malik Beasley,beaslma01,DEN,1700640,1st Round pick,2018
Mike Dunleavy,dunlemi02,ATL,1662500,,2018
Delon Wright,wrighde01,TOR,1645200,1st Round pick,2018
OG Anunoby,anunoog01,TOR,1645200,1st Round Pick,2018
Ante Zizic,zizican01,CLE,1645200,1st Round Pick,2018
Caris LeVert,leverca01,BRK,1632480,1st Round pick,2018
Nik Stauskas,stausni01,POR,1621415,Minimum Salary,2018
Justin Anderson,anderju01,PHI,1579440,1st Round pick,2018
Tyler Lydon,lydonty01,DEN,1579440,1st Round Pick,2018
Jeff Withey,witheje01,DAL,1577320,,2018
Ian Clark,clarkia01,NOP,1577230,Minimum Salary,2018
Shabazz Muhammad,muhamsh01,MIN,1577230,,2018
Willie Reed,reedwi02,CHI,1577230,,2018
DeAndre Liggins,liggide01,MIL,1577230,,2018
DeAndre' Bembry,bembrde01,ATL,1567200,1st Round pick,2018
Jerami Grant,grantje01,OKC,1524305,Draft Pick,2018
Joffrey Lauvergne,lauvejo01,SAS,1524305,,2018
Johnny O'Bryant,obryajo01,NYK,1524305,,2018
Tyler Ennis,ennisty01,LAL,1524305,Minimum Salary,2018
Julyan Stone,stoneju01,CHO,1524305,Minimum Salary,2018
Sean Kilpatrick,kilpase01,BRK,1524305,,2018
Spencer Dinwiddie,dinwisp01,BRK,1524305,Minimum Salary,2018
Joe Harris,harrijo01,BRK,1524305,Minimum Salary,2018
Shane Larkin,larkish01,BOS,1524305,Minimum Salary,2018
Glenn Robinson,robingl02,IND,1524305,,2018
Bobby Brown,brownbo02,HOU,1524305,,2018
Bobby Portis,portibo01,CHI,1516320,1st Round pick,2018
Malachi Richardson,richama01,TOR,1504560,1st Round pick,2018
Arron Afflalo,afflaar01,SAC,1500000,,2018
Nikola Jokic,jokicni01,DEN,1471382,,2018
Norman Powell,powelno01,TOR,1471382,Cap Space,2018
Josh Richardson,richajo01,MIA,1471382,Minimum Salary,2018
Rondae Hollis-Jefferson,holliro01,BRK,1471382,1st Round pick,2018
Tyus Jones,jonesty01,MIN,1471382,1st Round pick,2018
Jarell Martin,martija01,MEM,1471382,1st Round pick,2018
Larry Nance,nancela02,CLE,1471382,1st Round pick,2018
Raul Neto,netora01,UTA,1471382,,2018
Troy Williams,willitr02,HOU,1471382,,2018
Chris McCullough,mcculch01,WAS,1471382,1st Round pick,2018
Pat Connaughton,connapa01,POR,1471382,Minimum Salary,2018
Richaun Holmes,holmeri01,PHI,1471382,Cap Space,2018
T.J. McConnell,mccontj01,PHI,1471382,Minimum Salary,2018
Josh Huestis,huestjo01,OKC,1471382,,2018
Jordan Mickey,mickejo01,MIA,1471382,Minimum Salary,2018
Montrezl Harrell,harremo01,LAC,1471382,,2018
Joe Young,youngjo01,IND,1471382,Cap Space,2018
Kevon Looney,looneke01,GSW,1471382,1st Round pick,2018
Salah Mejri,mejrisa01,DAL,1471382,Minimum Salary,2018
Caleb Swanigan,swanica01,POR,1465920,1st Round Pick,2018
Furkan Korkmaz,korkmfu01,PHI,1465920,1st Round Pick,2018
Willy Hernangomez,hernawi01,CHO,1435750,Cap Space,2018
Kyle Kuzma,kuzmaky01,LAL,1423560,1st Round Pick,2018
Tony Bradley,bradlto01,UTA,1414920,1st Round Pick,2018
Derrick White,whitede01,SAS,1404600,1st Round Pick,2018
Josh Hart,hartjo01,LAL,1394520,1st Round Pick,2018
Timothe Luwawu-Cabarrot,luwawti01,PHI,1386600,1st Round pick,2018
Kevin Martin,martike02,MIN,1360305,,2018
Brice Johnson,johnsbr02,MEM,1331160,,2018
Fred VanVleet,vanvlfr01,TOR,1312611,Minimum Salary,2018
Pascal Siakam,siakapa01,TOR,1312611,1st Round pick,2018
Dejounte Murray,murrade01,SAS,1312611,1st Round pick,2018
Skal Labissiere,labissk01,SAC,1312611,1st Round pick,2018
Malcolm Brogdon,brogdma01,MIL,1312611,Cap Space,2018
A.J. Hammons,hammoaj01,MIA,1312611,,2018
Rodney McGruder,mcgruro01,MIA,1312611,Minimum Salary,2018
Deyonta Davis,davisde01,MEM,1312611,Cap Space,2018
Ivica Zubac,zubaciv01,LAL,1312611,Cap Space,2018
Chinanu Onuaku,onuakch01,HOU,1312611,Minimum Salary,2018
Damian Jones,jonesda03,GSW,1312611,1st Round pick,2018
Wayne Selden,seldewa01,MEM,1312611,,2018
Cheick Diallo,diallch01,NOP,1312611,Minimum Salary,2018
Joel Bolomboy,bolomjo01,UTA,1312611,,2018
Bryn Forbes,forbebr01,SAS,1312611,Minimum Salary,2018
Davis Bertans,bertada01,SAS,1312611,Minimum Salary,2018
Jake Layman,laymaja01,POR,1312611,Cap Space,2018
Tyler Ulis,ulisty01,PHO,1312611,Cap Space,2018
Marcus Georges-Hunt,georgma01,MIN,1312611,Minimum Salary,2018
Andrew Harrison,harrian01,MEM,1312611,Cap Space,2018
Patrick McCaw,mccawpa01,GSW,1312611,Minimum Salary,2018
Dorian Finney-Smith,finnedo01,DAL,1312611,Minimum Salary,2018
Yogi Ferrell,ferreyo01,DAL,1312611,Minimum Salary,2018
Treveon Graham,grahatr01,CHO,1312611,Minimum Salary,2018
Paul Zipser,zipsepa01,CHI,1312611,Cap Space,2018
David Nwaba,nwabada01,CHI,1312611,Minimum Salary,2018
Isaiah Whitehead,whiteis01,BRK,1312611,Cap Space,2018
Nicolas Brussino,brussni01,ATL,1312611,,2018
Diamond Stone,stonedi01,ATL,1312611,,2018
Sheldon Mac,mcclesh01,ATL,1312611,,2018
Okaro White,whiteok01,ATL,1312611,,2018
Isaiah Taylor,taylois01,ATL,1312611,Minimum Salary,2018
Kay Felder,feldeka01,CHI,1312611,,2018
Derrick Jones,jonesde02,PHO,1312611,,2018
Chasson Randle,randlch01,NYK,1312611,,2018
Stephen Zimmerman,zimmest01,LAL,1312611,,2018
Semi Ojeleye,ojelese01,BOS,1291892,,2018
Frank Mason,masonfr01,SAC,1184385,,2018
Abdel Nader,naderab01,BOS,1167333,,2018
Damyean Dotson,dotsoda01,NYK,1100000,Minimum Salary,2018
Paul Pierce,piercpa01,LAC,1096080,,2018
Isaiah Canaan,canaais01,PHO,1069308,,2018
Wesley Iwundu,iwundwe01,ORL,1050000,,2018
Livio Jean-Charles,jeancli01,SAS,1035200,,2018
