Player,Link,Tm,Money,Signed Using,Year
LaMarcus Aldridge,aldrila01,SAS,26000000,Cap Space,2020
Steven Adams,adamsst01,OKC,25842697,1st Round Pick,2020
Giannis Antetokounmpo,antetgi01,MIL,25842697,1st Round Pick,2020
Marc Gasol,gasolma01,TOR,25595700,Bird Rights,2020
Nicolas Batum,batumni01,CHO,25565217,Cap Space,2020
Chandler Parsons,parsoch01,ATL,25102511,,2020
Rudy Gobert,goberru01,UTA,25008427,1st Round Pick,2020
Harrison Barnes,barneha02,SAC,24147727,Bird Rights,2020
Serge Ibaka,ibakase01,TOR,23271604,Cap space,2020
Danilo Gallinari,gallida01,OKC,22615559,Sign and Trade,2020
Victor Oladipo,oladivi01,IND,21000000,1st Round Pick,2020
Malcolm Brogdon,brogdma01,IND,20000000,Sign and Trade,2020
Terry Rozier,roziete01,CHO,19894737,Sign and Trade,2020
Aaron Gordon,gordoaa01,ORL,19863636,Bird Rights,2020
Zach LaVine,lavinza01,CHI,19500000,Cap space,2020
Kent Bazemore,bazemke01,SAC,19269662,Cap Space,2020
Tyler Johnson,johnsty01,PHO,19245370,,2020
Goran Dragic,dragigo01,MIA,19217900,Bird Rights,2020
Jeff Teague,teaguje01,ATL,19000000,Cap space,2020
Evan Turner,turneev01,MIN,18606557,Cap Space,2020
Draymond Green,greendr01,GSW,18539130,Bird Rights,2020
Tristan Thompson,thomptr01,CLE,18539130,Bird Rights,2020
Tim Hardaway Jr.,hardati02,DAL,18150000,Cap space,2020
Myles Turner,turnemy01,IND,18000000,1st Round pick,2020
Julius Randle,randlju01,NYK,18000000,Cap Space,2020
Gary Harris,harriga01,DEN,17839286,1st Round Pick,2020
Allen Crabbe,crabbal01,MIN,17818456,,2020
Derrick Favors,favorde01,NOP,17650000,Bird Rights,2020
Alfonzo McKinnie,mckinal01,CLE,183114,,2020
Alfonzo McKinnie,mckinal01,CLE,708871,,2020
Alfonzo McKinnie,mckinal01,CLE,1361046,MLE,2020
Andre Iguodala,iguodan01,MIA,17185185,Bird Rights,2020
Bojan Bogdanovic,bogdabo02,UTA,17000000,Cap Space,2020
Evan Fournier,fournev01,ORL,17000000,Cap Space,2020
Bismack Biyombo,biyombi01,CHO,17000000,Cap Space,2020
Clint Capela,capelca01,ATL,16456522,Bird Rights,2020
Gorgui Dieng,dienggo01,MEM,16229213,1st Round Pick,2020
Ricky Rubio,rubiori01,PHO,16190476,Cap Space,2020
Jonas Valanciunas,valanjo01,MEM,16000000,Bird Rights,2020
Brandon Knight,knighbr03,DET,15643750,Bird Rights,2020
Eric Bledsoe,bledser01,MIL,15625000,Bird Rights,2020
Kelly Oubre Jr.,oubreke01,PHO,15625000,Bird Rights,2020
Dennis Schroder,schrode01,OKC,15500000,1st Round Pick,2020
Ian Mahinmi,mahinia01,WAS,15450051,Cap Space,2020
James Johnson,johnsja01,MIN,15349400,Cap space,2020
Bobby Portis,portibo01,NYK,15000000,Cap Space,2020
Marcus Morris,morrima03,LAC,15000000,Cap Space,2020
Danny Green,greenda02,LAL,14634146,Cap Space,2020
Cody Zeller,zelleco01,CHO,14471910,1st Round Pick,2020
Eric Gordon,gordoer01,HOU,14057730,Cap Space,2020
Mason Plumlee,plumlma01,DEN,14041096,Cap space,2020
Rudy Gay,gayru01,SAS,14000000,Early Bird Rights,2020
J.J. Redick,redicjj01,NOP,13486300,Cap Space,2020
Jordan Clarkson,clarkjo01,UTA,13437500,Cap Space,2020
Dewayne Dedmon,dedmode01,ATL,13333334,Cap space,2020
Solomon Hill,hillso01,MIA,13258781,Cap Space,2020
Justise Winslow,winslju01,MEM,13000000,1st Round Pick,2020
Will Barton,bartowi01,DEN,12960000,Bird Rights,2020
Thaddeus Young,youngth01,CHI,12900000,Cap space,2020
Courtney Lee,leeco01,DAL,12759670,Cap Space,2020
Larry Nance Jr.,nancela02,CLE,12727273,1st Round pick,2020
Marcus Smart,smartma01,BOS,12553471,Bird Rights,2020
Terrence Ross,rosste01,ORL,12500000,Bird Rights,2020
Miles Plumlee,plumlmi01,MEM,12500000,,2020
Patty Mills,millspa02,SAS,12428571,Bird Rights,2020
Patrick Beverley,beverpa01,LAC,12345679,Bird Rights,2020
Trevor Ariza,arizatr01,POR,12200000,Cap Space,2020
Anthony Tolliver,tollian01,SAC,2419852,,2020
Anthony Tolliver,tollian01,MEM,144901,Minimum Salary,2020
Brook Lopez,lopezbr01,MIL,12093024,Cap Space,2020
Jusuf Nurkic,nurkiju01,POR,12000000,Bird Rights,2020
Cory Joseph,josepco01,SAC,12000000,Cap Space,2020
Joe Ingles,inglejo01,UTA,11954546,Bird Rights,2020
Kelly Olynyk,olynyke01,MIA,11667885,Cap space,2020
Maurice Harkless,harklma01,NYK,11511234,Cap Space,2020
Tony Snell,snellto01,DET,11392857,Cap space,2020
Robert Covington,covinro01,HOU,11301219,Cap Space,2020
Meyers Leonard,leoname01,MIA,11286515,Cap Space,2020
T.J. Warren,warretj01,IND,10810000,1st Round Pick,2020
Andre Roberson,roberan03,OKC,10740741,Bird Rights,2020
Spencer Dinwiddie,dinwisp01,BRK,10600000,Minimum Salary,2020
Jeremy Lamb,lambje01,IND,10500000,Cap Space,2020
Dwight Powell,poweldw01,DAL,10259375,Cap Space,2020
Norman Powell,powelno01,TOR,10116576,Cap Space,2020
Josh Richardson,richajo01,PHI,10100000,Minimum Salary,2020
Tomas Satoransky,satorto01,CHI,10000000,Sign and Trade,2020
DeAndre Jordan,jordade01,BRK,9881598,Cap space,2020
Taj Gibson,gibsota01,NYK,9800000,Cap Space,2020
Zion Williamson,willizi01,NOP,9757440,1st Round Pick,2020
Markelle Fultz,fultzma01,ORL,9745200,1st Round Pick,2020
John Henson,hensojo01,DET,9732396,1st Round Pick,2020
Matthew Dellavedova,dellama01,CLE,9607500,Cap Space,2020
Dante Exum,exumda01,CLE,9600000,Cap Space,2020
Deandre Ayton,aytonde01,PHO,9562920,1st Round Pick,2020
Delon Wright,wrighde01,DAL,9473684,Sign and Trade,2020
Jerami Grant,grantje01,DEN,9346153,Bird Rights,2020
Al-Farouq Aminu,aminual01,ORL,9258000,MLE,2020
Kyle Anderson,anderky01,MEM,9073050,MLE,2020
Fred VanVleet,vanvlfr01,TOR,9000000,Bird Rights,2020
Ja Morant,moranja01,MEM,8730240,1st Round Pick,2020
C.J. Miles,milescj01,WAS,8730158,,2020
Lonzo Ball,balllo01,NOP,8719320,1st Round Pick,2020
E'Twaun Moore,mooreet01,NOP,8664928,Cap Space,2020
Marvin Bagley,baglema01,SAC,8556120,1st Round Pick,2020
Bogdan Bogdanovic,bogdabo01,SAC,8529386,Cap space,2020
Tyus Jones,jonesty01,MEM,8408000,MLE,2020
P.J. Tucker,tuckepj01,HOU,8349039,MLE,2020
Cristiano Felicio,feliccr01,CHI,8156500,Cap space,2020
Ben Simmons,simmobe01,PHI,8113930,1st Round pick,2020
Kentavious Caldwell-Pope,caldwke01,LAL,8089282,Cap Space,2020
Maxi Kleber,klebima01,DAL,8000000,Early Bird Rights,2020
Lou Williams,willilo02,LAC,8000000,Cap Space,2020
Elfrid Payton,paytoel01,NYK,8000000,Cap Space,2020
Thomas Bryant,bryanth01,WAS,7936508,Early Bird Rights,2020
RJ Barrett,barrerj01,NYK,7839960,1st Round Pick,2020
Jayson Tatum,tatumja01,BOS,7830000,1st Round Pick,2020
Jae Crowder,crowdja01,MIA,7815533,Bird Rights,2020
Wayne Ellington,ellinwa01,NYK,7804878,Cap Space,2020
Luka Doncic,doncilu01,DAL,7683360,1st Round Pick,2020
Joe Harris,harrijo01,BRK,7670000,Early Bird Rights,2020
Seth Curry,curryse01,DAL,7441860,MLE,2020
Doug McDermott,mcderdo01,IND,7333334,Cap Space,2020
Langston Galloway,gallola01,DET,7333333,MLE,2020
Derrick Rose,rosede01,DET,7317073,MLE,2020
Brandon Ingram,ingrabr01,NOP,7265485,1st Round pick,2020
D.J. Augustin,augusdj01,ORL,7250000,Cap Space,2020
Darius Miller,milleda01,NOP,7250000,Early Bird Rights,2020
De'Andre Hunter,huntede01,ATL,7068360,1st Round Pick,2020
Josh Jackson,jacksjo02,MEM,7059480,1st Round Pick,2020
Davis Bertans,bertada01,WAS,7000000,Early Bird Rights,2020
Ersan Ilyasova,ilyaser01,MIL,7000000,MLE,2020
Jaren Jackson Jr.,jacksja02,MEM,6927480,1st Round Pick,2020
Avery Bradley,bradlav01,MEM,2000000,,2020
Avery Bradley,bradlav01,LAL,4767000,Room Exception,2020
Nemanja Bjelica,bjeline01,SAC,6825000,Cap Space,2020
Jaylen Brown,brownja02,BOS,6534829,1st Round pick,2020
Jabari Parker,parkeja01,SAC,6500000,Cap Space,2020
Ivica Zubac,zubaciv01,LAC,6481482,Bird Rights,2020
Darius Garland,garlada01,CLE,6400920,1st Round Pick,2020
De'Aaron Fox,foxde01,SAC,6392760,1st Round Pick,2020
Trae Young,youngtr01,ATL,6273000,1st Round Pick,2020
Montrezl Harrell,harremo01,LAC,6000000,Bird Rights,2020
Ish Smith,smithis01,WAS,5853659,MLE,2020
Marco Belinelli,belinma01,SAS,5846154,MLE,2020
Jarrett Culver,culveja01,MIN,5813640,1st Round Pick,2020
Jonathan Isaac,isaacjo01,ORL,5806440,1st Round Pick,2020
Rodney Hood,hoodro01,POR,5718000,MLE,2020
Mo Bamba,bambamo01,ORL,5697600,1st Round Pick,2020
Timofey Mozgov,mozgoti01,ORL,5573333,,2020
Trey Lyles,lylestr01,SAS,5500000,MLE,2020
Deron Williams,willide01,BRK,5474787,,2020
Aron Baynes,baynear01,PHO,5453280,Non-Bird Exception,2020
Kris Dunn,dunnkr01,CHI,5348007,1st Round pick,2020
Josh Smith,smithjo03,DET,5331729,,2020
Coby White,whiteco01,CHI,5307120,1st Round Pick,2020
Lauri Markkanen,markkla01,CHI,5300400,1st Round Pick,2020
DeMarre Carroll,carrode01,HOU,811447,Minimum Salary,2020
DeMarre Carroll,carrode01,SAS,6842307,,2020
Wendell Carter Jr.,cartewe01,CHI,5201400,1st Round Pick,2020
Daniel Theis,theisda01,BOS,5000000,Early Bird Rights,2020
Luol Deng,denglu01,LAL,4990000,,2020
Jaxson Hayes,hayesja02,NOP,4862040,1st Round Pick,2020
Buddy Hield,hieldbu01,SAC,4861208,1st Round pick,2020
Frank Ntilikina,ntilila01,NYK,4855800,1st Round Pick,2020
Ed Davis,davised01,UTA,4767000,Room Exception,2020
Richaun Holmes,holmeri01,SAC,4767000,Room Exception,2020
Frank Kaminsky,kaminfr01,PHO,4767000,Room Exception,2020
Mike Scott,scottmi01,PHI,4767000,Room Exception,2020
Derrick Walton,waltode01,ATL,1445697,,2020
Derrick Walton,waltode01,DET,81678,,2020
Robin Lopez,lopezro01,MIL,4767000,Room Exception,2020
JaMychal Green,greenja01,LAC,4767000,Room Exception,2020
Justin Holiday,holidju01,IND,4767000,Room Exception,2020
Garrett Temple,templga01,BRK,4767000,Room Exception,2020
Enes Kanter,kanteen01,BOS,4767000,Room Exception,2020
Collin Sexton,sextoco01,CLE,4764960,1st Round Pick,2020
Rodney McGruder,mcgruro01,LAC,4629630,Cap Space,2020
Rui Hachimura,hachiru01,WAS,4469160,1st Round Pick,2020
Kevon Looney,looneke01,GSW,4464286,Bird Rights,2020
Dennis Smith Jr.,smithde03,NYK,4463640,1st Round Pick,2020
Jamal Murray,murraja01,DEN,4444746,1st Round pick,2020
Kevin Knox,knoxke01,NYK,4380120,1st Round Pick,2020
Cam Reddish,reddica01,ATL,4245720,1st Round Pick,2020
Zach Collins,colliza01,POR,4240200,1st Round Pick,2020
Mikal Bridges,bridgmi01,PHO,4161000,1st Round Pick,2020
Alex Len,lenal01,SAC,4160000,Room Exception,2020
Cameron Johnson,johnsca02,PHO,4033440,1st Round Pick,2020
Malik Monk,monkma01,CHO,4028400,1st Round Pick,2020
Dorian Finney-Smith,finnedo01,DAL,4000000,Bird Rights,2020
JaVale McGee,mcgeeja01,LAL,4000000,Cap Space,2020
Patrick McCaw,mccawpa01,TOR,4000000,MLE,2020
Reggie Bullock,bullore01,NYK,4000000,Room Exception,2020
Shai Gilgeous-Alexander,gilgesh01,OKC,3952920,1st Round Pick,2020
Nicolo Melli,mellini01,NOP,3902439,Room Exception,2020
P.J. Washington,washipj01,CHO,3831840,1st Round Pick,2020
Luke Kennard,kennalu01,DET,3827160,1st Round Pick,2020
Miles Bridges,bridgmi02,CHO,3755400,1st Round Pick,2020
Jakob Poeltl,poeltja01,SAS,3754886,1st Round pick,2020
Tyler Herro,herroty01,MIA,3640200,1st Round Pick,2020
Donovan Mitchell,mitchdo01,UTA,3635760,1st Round Pick,2020
Stanley Johnson,johnsst04,TOR,3623000,Bi-annual Exception,2020
Jake Layman,laymaja01,MIN,3581986,Sign and Trade,2020
Thon Maker,makerth01,DET,3569643,1st Round pick,2020
Jerome Robinson,robinje01,WAS,3567720,1st Round Pick,2020
Allonzo Trier,trieral01,NYK,3551100,Bi-Annual Exception,2020
Danuel House,houseda01,HOU,3540000,MLE,2020
Domantas Sabonis,sabondo01,IND,3529555,1st Round pick,2020
Mirza Teletovic,teletmi01,MIL,3500000,,2020
Boban Marjanovic,marjabo01,DAL,3500000,Bi-Annual Exception,2020
T.J. McConnell,mccontj01,IND,3500000,Cap Space,2020
DeMarcus Cousins,couside01,LAL,3500000,,2020
Taurean Prince,princta02,BRK,3481986,1st Round pick,2020
Dario Saric,saricda01,PHO,3481986,1st Round pick,2020
Romeo Langford,langfro01,BOS,3458400,1st Round Pick,2020
Bam Adebayo,adebaba01,MIA,3454080,1st Round Pick,2020
Michael Porter Jr.,portemi01,DEN,3389400,1st Round Pick,2020
Denzel Valentine,valende01,CHI,3377569,1st Round pick,2020
Juan Hernangomez,hernaju01,MIN,3321030,1st Round pick,2020
Sekou Doumbouya,doumbse01,DET,3285120,1st Round Pick,2020
Justin Jackson,jacksju01,DAL,3280920,1st Round Pick,2020
Troy Brown Jr.,browntr01,WAS,3219480,1st Round Pick,2020
Jon Leuer,leuerjo01,MIL,3169348,,2020
Yogi Ferrell,ferreyo01,SAC,3150000,Cap Space,2020
Guerschon Yabusele,yabusgu01,BOS,3117240,,2020
Zhaire Smith,smithzh01,PHI,3058800,1st Round Pick,2020
Dion Waiters,waitedi01,MIA,12603656,,2020
Khem Birch,birchkh01,ORL,3000000,Early Bird Rights,2020
Ryan Arcidiacono,arcidry01,CHI,3000000,Cap space,2020
Quinn Cook,cookqu01,LAL,3000000,Cap Space,2020
Nickeil Alexander-Walker,alexani01,NOP,2964840,1st Round Pick,2020
D.J. Wilson,wilsodj01,MIL,2961120,1st Round Pick,2020
Cedi Osman,osmande01,CLE,2907143,MLE,2020
Donte DiVincenzo,divindo01,MIL,2905800,1st Round Pick,2020
Bryn Forbes,forbebr01,SAS,2875000,Early Bird Rights,2020
Andrew Nicholson,nichoan01,POR,2844429,,2020
Goga Bitadze,bitadgo01,IND,2816760,1st Round Pick,2020
T.J. Leaf,leaftj01,IND,2813280,1st Round Pick,2020
Lonnie Walker,walkelo01,SAS,2760480,1st Round Pick,2020
Alex Caruso,carusal01,LAL,2750000,Room Exception,2020
Malik Beasley,beaslma01,MIN,2731714,1st Round pick,2020
Luka Samanic,samanlu01,SAS,2689920,1st Round Pick,2020
John Collins,collijo01,ATL,2686560,1st Round Pick,2020
Kevin Huerter,huertke01,ATL,2636280,1st Round Pick,2020
Caris LeVert,leverca01,BRK,2625718,1st Round pick,2020
Marko Guduric,gudurma01,MEM,2625000,Bi-annual Exception,2020
DeAndre' Bembry,bembrde01,ATL,2603982,1st Round pick,2020
Matisse Thybulle,thybuma01,PHI,2582160,1st Round Pick,2020
Harry Giles,gilesha01,SAC,2578800,1st Round Pick,2020
Dion Waiters,waitedi01,LAL,503656,Minimum Salary,2020
Dragan Bender,bendedr01,MIL,1678854,,2020
Wesley Matthews,matthwe02,MIL,2564753,Minimum Salary,2020
Dragan Bender,bendedr01,GSW,189702,Minimum Salary,2020
Udonis Haslem,hasleud01,MIA,2564753,Minimum Salary,2020
Jared Dudley,dudleja01,LAL,2564753,Minimum Salary,2020
Rajon Rondo,rondora01,LAL,2564753,Minimum Salary,2020
Dwight Howard,howardw01,MEM,3039097,,2020
Thabo Sefolosha,sefolth01,HOU,2564753,Minimum Salary,2020
Tyson Chandler,chandty01,HOU,2564753,Minimum Salary,2020
Gerald Green,greenge01,DEN,2564753,,2020
J.J. Barea,bareajo01,DAL,2564753,Minimum Salary,2020
Wilson Chandler,chandwi01,BRK,2564753,Minimum Salary,2020
Nene Hilario,hilarne01,ATL,2564753,,2020
Vince Carter,cartevi01,ATL,2564753,Minimum Salary,2020
Josh Okogie,okogijo01,MIN,2530680,1st Round Pick,2020
Vincent Poirier,poirivi01,BOS,2505793,Minimum Salary,2020
Rondae Hollis-Jefferson,holliro01,TOR,2500000,MLE,2020
Brandon Clarke,clarkbr01,MEM,2478840,1st Round Pick,2020
Terrance Ferguson,fergute01,OKC,2475840,1st Round Pick,2020
Grayson Allen,allengr01,MEM,2429400,1st Round Pick,2020
Dwight Howard,howardw01,LAL,2564753,Minimum Salary,2020
Grant Williams,willigr01,BOS,2379840,1st Round Pick,2020
Jarrett Allen,allenja01,BRK,2376840,1st Round Pick,2020
Pascal Siakam,siakapa01,TOR,2351839,1st Round pick,2020
Skal Labissiere,labissk01,ATL,2338847,1st Round pick,2020
Chandler Hutchison,hutchch01,CHI,2332320,1st Round Pick,2020
Gary Clark,clarkga01,HOU,708426,,2020
Dejounte Murray,murrade01,SAS,2321735,1st Round pick,2020
Alec Burks,burksal01,PHI,2320044,Minimum Salary,2020
Isaiah Thomas,thomais02,LAC,2320044,,2020
Damian Jones,jonesda03,ATL,2305057,1st Round pick,2020
Darius Bazley,bazleda01,OKC,2284800,1st Round Pick,2020
OG Anunoby,anunoog01,TOR,2281800,1st Round Pick,2020
Ante Zizic,zizican01,CLE,2281800,1st Round Pick,2020
Monta Ellis,ellismo01,IND,2245400,,2020
Gary Clark,clarkga01,ORL,555409,Minimum Salary,2020
Aaron Holiday,holidaa01,IND,2239200,1st Round Pick,2020
Luke Kornet,kornelu01,CHI,2195122,Room Exception,2020
Ty Jerome,jeromty01,PHO,2193480,1st Round Pick,2020
Willie Cauley-Stein,caulewi01,DAL,2177483,MLE,2020
Austin Rivers,riverau01,HOU,2174318,Minimum Salary,2020
Carmelo Anthony,anthoca01,POR,2159029,Minimum Salary,2020
Anfernee Simons,simonan01,POR,2149560,1st Round Pick,2020
Matt Barnes,barnema02,SAC,2133541,,2020
Nassir Little,littlna01,POR,2105520,1st Round Pick,2020
Torrey Craig,craigto01,DEN,2100000,Cap Space,2020
Moritz Wagner,wagnemo01,WAS,2063520,1st Round Pick,2020
Dylan Windler,windldy01,CLE,2035800,1st Round Pick,2020
Caleb Swanigan,swanica01,POR,2033160,1st Round Pick,2020
Trey Burke,burketr01,PHI,2028594,,2020
Kyle O'Quinn,oquinky01,PHI,2028594,Minimum Salary,2020
Michael Carter-Williams,cartemi01,ORL,2028594,Minimum Salary,2020
Mike Muscala,muscami01,OKC,2028594,Minimum Salary,2020
Nerlens Noel,noelne01,OKC,2028594,Minimum Salary,2020
Gary Clark,clarkga01,ORL,163356,,2020
Ben McLemore,mclembe01,HOU,2028594,Minimum Salary,2020
Spencer Hawes,hawessp01,MIL,2007058,,2020
Edmond Sumner,sumneed01,IND,2000000,Cap Space,2020
George Hill,hillge01,MIL,9133907,Cap Space,2020
Noah Vonleh,vonleno01,DEN,2000000,MLE,2020
Landry Shamet,shamela01,LAC,1995120,1st Round Pick,2020
Mfiondu Kabengele,kabenmf01,LAC,1977000,1st Round Pick,2020
Kyle Kuzma,kuzmaky01,LAL,1974600,1st Round Pick,2020
Jordan Poole,poolejo01,GSW,1964760,1st Round Pick,2020
Tony Bradley,bradlto01,UTA,1962360,1st Round Pick,2020
Keldon Johnson,johnske04,SAS,1950600,1st Round Pick,2020
Derrick White,whitede01,SAS,1948080,1st Round Pick,2020
Robert Williams,williro04,BOS,1937520,1st Round Pick,2020
Josh Hart,hartjo01,NOP,1934160,1st Round Pick,2020
Jacob Evans,evansja02,MIN,1925880,1st Round Pick,2020
Anderson Varejao,varejan01,POR,1913345,,2020
Dzanan Musa,musadz01,BRK,1911600,1st Round Pick,2020
Omari Spellman,spellom01,MIN,1897800,1st Round Pick,2020
Shabazz Napier,napiesh01,WAS,1882867,Cap Space,2020
Glenn Robinson III,robingl02,PHI,1882867,Minimum Salary,2020
James Ennis,ennisja01,ORL,1882867,Minimum Salary,2020
Tim Frazier,fraziti01,DET,1882867,,2020
Larry Sanders,sandela01,MIL,1865547,,2020
Bruno Caboclo,cabocbr01,HOU,1845301,Minimum Salary,2020
George Hill,hillge01,MIL,1000000,,2020
Mario Hezonja,hezonma01,POR,1737145,Minimum Salary,2020
Emmanuel Mudiay,mudiaem01,UTA,1737145,Minimum Salary,2020
Raul Neto,netora01,PHI,1737145,Minimum Salary,2020
JaKarr Sampson,sampsja02,IND,1737145,Minimum Salary,2020
Pat Connaughton,connapa01,MIL,1723050,MLE,2020
Jahlil Okafor,okafoja01,NOP,1702486,Minimum Salary,2020
Rodions Kurucs,kurucro01,BRK,1699236,Cap space,2020
Jeff Green,greenje02,UTA,2564753,,2020
Georges Niang,niangge01,UTA,1678854,Non-Bird Exception,2020
Cheick Diallo,diallch01,PHO,1678854,Minimum Salary,2020
Jeff Green,greenje02,HOU,695526,Minimum Salary,2020
David Nwaba,nwabada01,BRK,1678854,,2020
Treveon Graham,grahatr01,ATL,1678854,Minimum Salary,2020
Willy Hernangomez,hernawi01,CHO,1676735,Cap Space,2020
Derrick Jones Jr.,jonesde02,MIA,1645357,Minimum Salary,2020
Jordan McRae,mcraejo01,DET,1645357,Minimum Salary,2020
Christian Wood,woodch01,DET,1645357,Minimum Salary,2020
Furkan Korkmaz,korkmfu01,PHI,1620564,Minimum Salary,2020
Jordan Bell,belljo01,MEM,1620564,,2020
Justin Patton,pattoju01,DAL,1620564,,2020
Royce O'Neale,onealro01,UTA,1618520,Cap space,2020
Dillon Brooks,brookdi01,MEM,1618520,MLE,2020
Wesley Iwundu,iwundwe01,ORL,1618520,Cap Space,2020
Abdel Nader,naderab01,OKC,1618520,Cap Space,2020
Damyean Dotson,dotsoda01,NYK,1618520,Minimum Salary,2020
Frank Jackson,jacksfr01,NOP,1618520,MLE,2020
Sterling Brown,brownst02,MIL,1618520,MLE,2020
Dwayne Bacon,bacondw01,CHO,1618520,MLE,2020
Semi Ojeleye,ojelese01,BOS,1618520,Cap space,2020
Chris Boucher,bouchch01,TOR,1588231,Minimum Salary,2020
Malcolm Miller,millema01,TOR,1588231,Minimum Salary,2020
Monte Morris,morrimo01,DEN,1588231,Minimum Salary,2020
Mitchell Robinson,robinmi01,NYK,1559712,MLE,2020
Vlatko Cancar,cancavl01,DEN,1517981,MLE,2020
Isaiah Roby,robyis01,OKC,1500000,MLE,2020
Nigel Williams-Goss,willini01,UTA,1500000,Cap Space,2020
J.R. Smith,smithjr01,CLE,1456667,,2020
Shake Milton,miltosh01,PHI,1445697,Cap Space,2020
Thanasis Antetokounmpo,antetth01,MIL,1445697,Minimum Salary,2020
Amile Jefferson,jeffeam01,ORL,1445697,,2020
Theo Pinson,pinsoth01,BRK,1445697,Minimum Salary,2020
Brad Wanamaker,wanambr01,BOS,1445697,Minimum Salary,2020
Jeff Green,greenje02,HOU,144901,,2020
Ryan Broekhoff,broekry01,DAL,1443842,,2020
Gary Trent Jr.,trentga02,POR,1416852,MLE,2020
Isaac Bonga,bongais01,WAS,1416852,Cap Space,2020
Chimezie Metu,metuch01,SAS,1416852,MLE,2020
Jevon Carter,carteje01,PHO,1416852,MInimum Salary,2020
Elie Okobo,okoboel01,PHO,1416852,Cap Space,2020
Melvin Frazier,frazime01,ORL,1416852,MLE,2020
Deonte Burton,burtode02,OKC,1416852,Minimum Salary,2020
Hamidou Diallo,diallha01,OKC,1416852,MLE,2020
Kenrich Williams,willike04,NOP,1416852,Minimum Salary,2020
Jarred Vanderbilt,vandeja01,MIN,1416852,Cap Space,2020
Duncan Robinson,robindu01,MIA,1416852,MLE,2020
Kendrick Nunn,nunnke01,MIA,1416852,Minimum Salary,2020
De'Anthony Melton,meltode01,MEM,1416852,Cap Space,2020
Alize Johnson,johnsal02,IND,1416852,Minimum Salary,2020
Isaiah Hartenstein,harteis01,HOU,1416852,MLE,2020
Sviatoslav Mykhailiuk,mykhasv01,DET,1416852,Cap Space,2020
Bruce Brown,brownbr01,DET,1416852,MLE,2020
Keita Bates-Diop,bateske01,DEN,1416852,MLE,2020
Devonte' Graham,grahade01,CHO,1416852,MLE,2020
Jalen Brunson,brunsja01,DAL,1416582,Cap Space,2020
Bruno Fernando,fernabr01,ATL,1400000,Cap space,2020
Jaylen Nowell,nowelja01,MIN,1400000,MLE,2020
Joakim Noah,noahjo01,NYK,6431666,,2020
Kevin Porter Jr.,porteke02,CLE,1290960,1st Round Pick,2020
Carsen Edwards,edwarca01,BOS,1228026,Cap space,2020
Cody Martin,martico01,CHO,1173310,MLE,2020
Gary Payton II,paytoga02,WAS,1090781,Minimum Salary,2020
Joakim Noah,noahjo01,LAC,144901,Minimum Salary,2020
Terance Mann,mannte01,LAC,1000000,Minimum Salary,2020
Jonathon Simmons,simmojo02,WAS,1000000,,2020
Justin Hamilton,hamilju01,TOR,1000000,,2020
